rainfall_1h,rainfall_3h,rainfall_24h,humidity,elevation,slope,soil_moisture,river_distance,flood
20.5,60.0,178.3,97.9,2666.0,11.8,0.67,1063.0,0
34.9,74.5,128.3,54.5,1105.0,10.6,0.79,134.0,0
14.5,30.6,79.0,83.3,332.0,20.3,0.18,1318.0,0
47.6,119.3,231.2,85.3,1112.0,34.5,0.24,233.0,0
67.8,146.8,582.6,53.3,1861.0,28.0,0.76,20.0,1
36.2,65.6,190.4,70.1,1315.0,31.6,0.49,1112.0,0
18.6,50.3,161.9,61.0,1744.0,14.1,0.5,1707.0,0
12.0,30.2,69.9,86.3,2667.0,22.7,0.38,639.0,0
9.7,23.6,41.0,77.3,2764.0,3.9,0.65,158.0,0
3.0,9.4,37.1,68.6,1018.0,37.2,0.27,174.0,0
21.0,54.5,120.7,86.8,1548.0,44.6,0.66,377.0,0
20.0,60.2,154.1,54.1,1783.0,19.5,0.26,1369.0,0
45.6,91.1,284.5,85.2,2863.0,2.5,0.16,97.0,0
15.3,39.8,62.1,91.9,2996.0,9.3,0.4,1049.0,0
21.9,66.0,232.8,92.7,936.0,30.1,0.31,207.0,0
30.9,80.8,229.6,87.0,2263.0,28.3,0.9,992.0,1
35.8,100.3,220.3,64.5,1321.0,35.9,0.15,1517.0,0
42.1,97.7,161.6,98.9,322.0,12.9,0.26,335.0,1
28.7,55.3,105.5,62.8,325.0,34.8,0.59,273.0,0
7.4,18.0,67.1,78.3,1544.0,31.6,0.53,972.0,0
33.6,79.0,253.9,49.7,1619.0,15.9,0.14,452.0,0
14.4,43.4,92.1,98.8,361.0,25.5,0.11,692.0,0
57.5,123.1,204.8,82.2,2155.0,8.3,0.99,585.0,1
25.4,80.1,258.6,85.2,1094.0,21.5,0.69,100.0,0
30.0,94.1,275.8,43.9,1812.0,39.9,0.43,1118.0,0
116.8,250.7,629.7,85.8,1112.0,20.1,0.52,131.0,1
42.6,97.5,234.8,86.5,751.0,38.1,0.34,1615.0,0
33.1,101.2,206.6,80.3,1399.0,27.4,0.41,173.0,0
22.4,70.7,224.3,57.5,927.0,10.3,0.68,794.0,0
8.0,19.4,76.0,69.4,1744.0,27.0,0.89,201.0,1
21.2,47.6,92.3,46.6,837.0,23.8,0.27,229.0,0
11.9,30.1,90.2,68.3,1673.0,19.1,0.86,223.0,0
73.3,202.5,518.4,54.6,725.0,7.1,0.21,827.0,0
33.4,73.0,191.1,60.9,2112.0,19.9,0.29,488.0,0
56.1,158.7,339.0,49.8,2336.0,5.1,0.13,1287.0,0
15.0,28.0,99.7,53.8,598.0,6.2,0.23,220.0,0
12.7,23.7,64.3,44.6,1563.0,19.9,0.93,707.0,0
39.8,93.1,266.1,95.2,491.0,15.1,0.51,839.0,0
11.5,26.3,59.4,71.8,1915.0,41.8,0.17,99.0,0
17.4,39.1,76.5,63.8,1014.0,18.2,0.96,307.0,1
75.6,188.0,322.3,72.1,1725.0,34.6,0.89,396.0,1
18.0,40.6,133.2,77.7,1697.0,24.8,0.78,264.0,0
6.4,13.2,26.2,95.3,2796.0,32.3,0.94,233.0,1
4.1,9.1,29.2,50.7,1783.0,13.2,0.3,696.0,0
5.6,17.6,43.6,57.7,1874.0,42.5,0.85,146.0,1
58.3,138.5,351.6,98.5,1384.0,24.8,0.72,741.0,0
15.8,38.2,102.1,62.3,2863.0,37.7,0.88,1640.0,1
114.5,298.4,722.0,41.4,2398.0,17.7,0.82,500.0,1
68.3,217.1,380.2,48.9,1071.0,6.3,0.41,567.0,0
87.4,187.0,425.2,41.6,2579.0,31.0,0.8,43.0,1
50.5,139.2,439.7,99.4,1467.0,2.3,0.34,1199.0,0
38.3,107.4,339.8,56.7,2537.0,22.4,0.4,202.0,0
12.3,32.5,72.0,95.4,2522.0,10.3,0.2,573.0,0
24.9,48.0,127.1,99.8,810.0,29.0,0.94,2321.0,0
41.1,112.8,223.8,76.0,2193.0,44.1,0.36,543.0,1
48.4,91.5,185.4,42.0,1085.0,22.0,0.57,774.0,0
8.8,23.1,36.0,44.9,1103.0,37.2,0.45,354.0,0
21.4,60.8,227.4,68.9,1100.0,23.8,0.96,37.0,0
23.4,49.1,99.5,64.4,2259.0,23.3,0.4,959.0,0
22.7,67.7,140.0,76.4,921.0,42.0,0.8,21.0,1
9.9,18.3,40.3,66.3,302.0,40.3,0.87,724.0,1
80.8,241.0,438.3,96.0,2231.0,35.8,0.49,20.0,1
20.9,51.0,158.0,72.1,762.0,14.7,0.44,1190.0,0
10.6,22.4,37.8,81.6,582.0,25.4,0.77,103.0,0
82.1,163.2,299.6,93.8,941.0,11.6,0.92,433.0,1
68.4,214.3,667.0,48.8,1326.0,21.1,0.78,546.0,1
27.8,52.9,124.3,53.8,1585.0,22.8,0.3,367.0,0
17.0,35.4,115.7,46.4,420.0,37.8,0.9,250.0,0
5.1,11.6,33.7,48.4,2921.0,40.5,0.45,378.0,0
36.3,96.9,207.4,70.8,2233.0,19.8,0.62,224.0,0
16.0,41.1,128.5,59.3,1173.0,2.8,0.85,346.0,0
24.5,48.4,86.6,65.4,1160.0,39.1,0.27,267.0,0
77.4,170.8,485.1,98.9,1511.0,9.5,0.81,501.0,0
15.1,32.1,83.3,49.4,1991.0,28.7,0.64,163.0,0
35.2,73.9,160.4,72.4,695.0,3.1,0.9,2687.0,0
43.0,102.1,307.2,45.9,810.0,19.2,0.25,417.0,0
57.1,159.0,584.9,59.1,2620.0,44.4,0.48,130.0,0
23.1,48.6,194.4,71.7,992.0,6.3,0.85,389.0,0
21.3,49.2,148.5,96.8,1327.0,20.2,0.12,1208.0,0
20.9,49.0,123.0,63.5,2652.0,15.2,0.2,20.0,0
32.8,103.9,214.4,43.9,2090.0,40.9,0.99,683.0,1
66.5,208.5,446.8,63.3,1223.0,39.4,0.35,476.0,1
20.1,58.7,158.5,48.7,2146.0,12.2,0.98,111.0,0
1.3,2.8,6.8,53.8,353.0,5.5,0.26,1021.0,0
46.3,87.8,332.3,77.1,2286.0,29.0,0.42,276.0,0
26.3,59.1,143.0,44.0,1615.0,16.5,0.78,209.0,0
36.4,79.1,192.4,67.9,2496.0,30.9,0.69,1057.0,0
5.3,13.3,32.7,76.6,2878.0,3.4,0.62,611.0,0
16.1,46.5,166.9,65.3,2800.0,7.7,0.58,1371.0,0
43.8,131.3,410.6,41.1,2755.0,31.5,0.86,596.0,0
7.7,23.1,70.0,99.1,1683.0,11.1,0.31,810.0,0
35.2,81.0,189.2,62.0,1272.0,38.9,0.5,1086.0,0
24.3,67.2,238.1,86.7,1556.0,4.5,0.24,34.0,0
13.3,29.8,47.5,59.5,2163.0,11.3,0.64,898.0,0
12.4,23.3,85.7,68.5,2687.0,44.9,0.33,571.0,0
10.0,27.9,77.7,63.3,859.0,20.6,0.4,43.0,0
26.2,47.5,118.7,60.6,2779.0,32.2,0.52,426.0,0
28.6,67.8,186.0,41.3,2501.0,9.9,0.12,52.0,0
18.5,41.9,132.9,61.6,2943.0,28.2,0.18,799.0,0
9.5,26.2,40.1,93.4,2677.0,33.2,0.72,474.0,0
34.4,98.9,364.0,81.4,1056.0,15.5,0.49,1842.0,0
46.9,104.4,273.2,48.7,586.0,37.6,0.88,121.0,1
39.0,114.5,270.0,75.5,603.0,27.9,0.73,559.0,1
89.8,198.5,366.4,93.5,1086.0,18.7,0.11,143.0,0
21.6,52.4,136.3,82.0,1958.0,26.0,0.66,571.0,0
62.2,175.3,480.3,48.9,2472.0,26.8,0.18,769.0,0
14.5,40.1,100.5,92.1,2728.0,9.1,0.8,769.0,0
12.5,39.8,127.1,58.1,1984.0,19.3,0.99,1013.0,0
27.5,58.1,148.2,67.2,315.0,16.8,0.58,1153.0,0
71.5,195.0,761.2,71.6,803.0,19.2,0.71,48.0,1
19.8,52.4,157.2,91.0,569.0,34.7,0.31,252.0,0
5.3,16.3,57.5,95.9,1281.0,22.7,0.49,697.0,0
46.3,93.5,165.8,95.8,1654.0,42.4,0.87,414.0,1
23.5,67.1,167.3,40.5,417.0,14.6,0.25,127.0,0
31.2,81.1,189.9,95.3,1241.0,19.9,0.34,483.0,0
13.1,28.6,83.6,43.3,784.0,35.8,0.5,314.0,0
27.3,67.2,245.4,55.9,2047.0,25.5,0.74,297.0,1
6.2,14.1,23.9,70.9,1554.0,25.5,0.44,996.0,0
81.7,213.2,358.5,68.8,1637.0,4.3,0.93,314.0,1
52.3,159.2,577.2,76.3,1455.0,19.1,0.19,20.0,0
26.3,68.4,139.0,68.8,2881.0,13.6,0.43,36.0,0
45.4,121.9,386.7,96.1,880.0,45.0,0.74,1164.0,0
14.5,36.6,104.6,54.4,1695.0,15.3,0.3,1940.0,1
50.7,94.9,340.1,56.4,2287.0,40.0,0.69,700.0,0
19.1,40.5,73.5,95.2,1803.0,31.1,0.25,272.0,0
18.0,44.7,81.6,44.6,2808.0,16.7,0.15,1674.0,0
10.7,23.9,69.1,76.6,1321.0,25.4,0.21,652.0,0
34.1,70.1,271.1,80.9,1552.0,38.1,0.94,1116.0,1
25.5,63.8,162.0,70.3,539.0,40.0,0.6,871.0,0
63.5,143.1,331.5,81.7,1944.0,8.9,0.82,286.0,0
9.6,20.7,62.3,50.4,1078.0,16.6,0.4,391.0,0
34.2,83.9,321.0,91.2,733.0,16.4,0.63,124.0,0
55.8,110.8,398.0,48.4,1770.0,3.8,0.55,207.0,0
29.0,89.7,357.9,64.0,1737.0,27.7,0.95,903.0,0
18.8,56.6,88.1,44.5,505.0,38.8,0.77,1346.0,0
28.4,79.3,141.3,72.7,2185.0,18.4,0.76,773.0,0
60.2,117.3,354.6,80.2,1984.0,33.8,0.14,375.0,0
60.2,173.6,616.7,96.5,810.0,29.0,0.59,54.0,0
22.8,66.8,147.8,84.4,1567.0,18.2,0.52,35.0,0
59.5,171.0,358.7,72.5,2245.0,8.1,0.94,281.0,1
24.6,48.1,166.9,96.0,1729.0,32.5,0.33,374.0,0
45.1,121.7,199.8,68.7,1368.0,38.7,0.34,564.0,0
37.2,110.3,267.2,73.7,1170.0,31.5,0.47,20.0,1
18.2,47.4,130.9,75.8,1948.0,2.8,0.32,2747.0,0
11.1,29.9,86.7,64.6,2836.0,11.3,0.22,271.0,0
56.8,138.6,460.3,90.3,2114.0,5.0,0.87,1131.0,0
67.5,171.6,409.6,51.1,502.0,26.5,0.6,459.0,1
33.7,62.2,188.6,73.3,1544.0,34.5,0.88,84.0,1
24.5,66.1,195.9,83.3,2705.0,6.8,0.85,958.0,0
8.4,16.1,46.2,94.2,555.0,38.0,0.35,742.0,0
55.8,134.4,416.7,93.0,2970.0,25.9,0.59,450.0,0
30.9,68.3,146.7,70.5,2862.0,31.7,0.17,434.0,0
20.3,52.1,89.1,78.6,511.0,43.8,0.92,55.0,0
46.0,91.3,164.2,63.7,2820.0,5.6,0.46,640.0,0
6.9,19.2,39.6,68.1,1280.0,40.8,0.45,1453.0,0
10.2,29.7,81.7,94.4,2581.0,7.4,0.37,59.0,0
14.0,28.5,102.6,95.8,1430.0,18.9,0.51,184.0,0
36.3,70.7,230.0,93.7,1490.0,38.6,0.33,1396.0,0
28.6,57.4,199.3,48.3,2012.0,41.0,0.44,201.0,0
39.4,119.3,283.7,91.0,2391.0,23.8,0.82,637.0,1
53.2,135.2,339.5,96.9,391.0,27.5,0.85,459.0,1
40.4,99.2,246.4,61.7,1902.0,32.5,0.37,544.0,0
82.8,161.4,319.5,71.1,804.0,37.8,0.52,322.0,1
53.2,144.0,238.0,86.7,1234.0,7.2,0.89,214.0,0
22.7,68.6,204.1,73.7,1240.0,36.8,0.15,30.0,0
16.0,47.4,188.1,99.6,1566.0,22.7,0.9,818.0,0
23.3,62.3,119.5,67.3,1202.0,21.4,0.3,822.0,0
41.4,78.9,127.6,82.8,590.0,20.2,0.71,667.0,0
17.5,34.2,118.0,87.6,693.0,23.9,0.62,619.0,0
42.2,78.9,168.2,69.6,390.0,42.6,0.6,168.0,1
38.9,84.1,300.5,91.4,1570.0,25.6,0.87,20.0,1
10.9,21.7,70.8,72.8,2877.0,43.0,0.19,992.0,0
52.5,113.6,438.8,64.7,612.0,9.8,0.41,405.0,0
32.8,76.7,193.6,46.5,2855.0,33.1,0.58,220.0,0
80.2,250.1,789.1,63.6,2280.0,36.9,0.83,65.0,1
24.6,65.4,174.0,84.0,2021.0,31.2,0.29,39.0,0
19.6,58.1,178.8,95.3,2042.0,28.1,0.82,257.0,1
9.6,26.9,70.7,55.1,2532.0,26.3,0.46,980.0,0
9.5,18.6,36.7,61.3,589.0,39.0,0.27,1506.0,0
48.3,136.7,378.5,49.2,1663.0,37.3,0.78,1362.0,1
74.9,163.7,461.8,81.4,2182.0,7.3,0.18,1515.0,0
23.0,62.1,218.9,97.6,1884.0,38.5,0.56,1430.0,0
21.9,49.8,166.3,78.5,2549.0,19.8,0.16,449.0,0
26.4,84.3,266.5,77.0,495.0,12.9,0.42,149.0,0
54.9,119.1,212.5,73.2,2165.0,39.4,0.64,960.0,1
11.0,24.1,79.6,45.3,1742.0,20.6,0.6,144.0,0
29.9,92.8,255.3,83.8,1324.0,36.8,0.46,187.0,0
49.0,90.0,336.0,76.1,1219.0,13.3,0.49,159.0,0
36.0,99.9,379.8,79.7,1976.0,2.2,0.3,434.0,0
0.7,1.9,3.2,93.9,2706.0,23.3,0.51,233.0,1
40.6,120.5,428.0,87.0,1640.0,6.3,0.96,100.0,1
36.3,114.7,182.9,86.9,2527.0,34.4,0.87,362.0,0
62.2,196.8,475.8,95.6,1386.0,13.9,0.23,1242.0,0
71.0,134.3,383.6,99.4,576.0,21.1,0.13,507.0,1
60.1,177.3,331.6,74.9,466.0,5.7,0.94,1264.0,0
26.5,71.6,241.2,46.5,439.0,14.3,0.57,131.0,0
5.0,13.6,20.7,67.5,1326.0,35.6,0.58,110.0,0
21.7,43.1,82.7,87.3,1211.0,8.5,0.8,514.0,0
25.9,70.1,206.8,41.7,2238.0,29.8,0.38,373.0,0
74.3,235.9,775.1,43.4,2306.0,41.4,0.53,648.0,1
13.2,40.6,154.0,44.0,437.0,31.2,0.97,950.0,0
7.2,17.3,56.4,83.9,897.0,36.9,0.7,835.0,0
17.6,32.6,103.7,70.1,1041.0,6.7,0.24,1711.0,0
13.8,31.9,79.4,62.1,1779.0,12.8,0.22,305.0,0
6.5,19.1,28.7,46.3,690.0,40.5,0.28,139.0,0
23.4,65.2,117.3,83.9,662.0,32.7,0.79,480.0,1
26.6,65.1,184.5,59.3,2848.0,29.5,0.37,70.0,0
6.1,11.4,36.3,55.9,2471.0,30.5,0.12,205.0,0
19.5,46.7,118.8,79.1,788.0,19.8,0.95,140.0,1
13.1,32.1,106.9,73.5,1398.0,3.9,0.25,303.0,0
27.3,84.6,237.3,61.7,1260.0,35.7,0.11,71.0,0
29.4,79.2,133.5,78.5,2436.0,31.2,0.31,20.0,0
13.1,29.3,57.9,56.3,1678.0,22.3,0.31,642.0,0
52.2,132.3,476.1,87.7,645.0,40.7,0.48,565.0,1
25.4,48.1,159.3,53.8,2295.0,16.5,0.93,739.0,0
13.6,43.1,161.1,49.5,1372.0,14.7,0.89,648.0,0
5.7,13.0,23.4,86.9,1010.0,39.5,0.51,73.0,1
30.5,75.4,299.8,82.5,1314.0,36.3,0.47,206.0,0
36.2,83.2,168.3,51.0,1644.0,24.1,0.6,83.0,0
16.8,46.2,70.6,47.0,1226.0,7.6,0.32,1111.0,0
28.0,76.2,304.4,90.3,953.0,11.2,0.15,824.0,0
71.0,199.0,438.2,86.6,1376.0,30.2,0.95,135.0,0
46.7,101.6,322.0,59.6,352.0,18.6,0.27,251.0,0
2.2,4.9,9.6,79.5,2386.0,38.0,0.28,2040.0,0
13.5,26.7,78.7,47.4,762.0,42.8,0.53,541.0,0
22.5,61.3,230.4,70.4,419.0,36.6,0.54,969.0,0
26.5,49.2,113.2,41.1,2065.0,18.2,0.12,184.0,0
28.4,74.9,237.9,63.5,2390.0,35.9,0.23,141.0,0
34.6,104.3,205.5,44.5,2497.0,17.1,0.44,919.0,0
23.1,70.5,215.9,68.5,1632.0,9.2,0.72,695.0,0
25.4,61.6,144.2,65.3,854.0,3.4,0.31,685.0,0
48.4,118.2,239.7,66.7,2291.0,18.6,0.48,483.0,0
31.0,59.1,134.9,42.7,2189.0,40.9,0.6,497.0,1
8.7,24.0,46.7,61.7,965.0,12.3,0.9,798.0,0
27.2,80.1,300.8,85.4,2739.0,10.9,0.39,189.0,0
22.6,48.4,120.7,62.1,582.0,43.7,0.22,261.0,0
3.4,8.1,17.2,82.9,2953.0,3.1,0.54,1232.0,0
28.2,84.0,220.0,62.2,2623.0,35.8,0.77,222.0,0
9.9,30.0,69.1,65.4,2157.0,15.8,0.2,474.0,1
48.9,104.6,351.5,73.8,2835.0,3.6,0.48,728.0,0
34.2,88.0,345.5,97.0,2250.0,41.5,0.12,5000.0,0
8.3,17.1,44.5,46.5,814.0,8.0,0.13,343.0,0
47.4,92.0,336.0,42.0,1494.0,25.7,0.53,335.0,0
62.8,193.2,563.1,76.5,493.0,13.8,0.37,1109.0,0
20.5,60.3,114.2,96.9,1352.0,4.8,0.86,982.0,0
22.5,64.4,207.8,99.4,2302.0,4.1,0.64,788.0,0
44.2,82.6,230.0,69.0,1343.0,7.0,0.51,373.0,0
59.7,178.0,556.6,68.1,1192.0,5.1,0.47,235.0,0
4.6,11.2,41.8,78.7,1907.0,34.7,0.55,563.0,0
9.3,21.1,54.9,73.3,2655.0,22.9,0.14,1254.0,0
17.9,45.8,171.9,78.0,428.0,16.7,0.9,1291.0,0
19.5,37.6,126.9,92.4,1341.0,20.0,1.0,69.0,0
43.3,123.9,337.3,84.8,727.0,41.9,0.26,336.0,0
59.9,156.7,471.5,69.8,2177.0,41.2,0.21,375.0,0
62.9,129.7,300.2,67.7,585.0,32.8,0.23,2280.0,0
4.5,9.3,36.9,78.4,2095.0,40.0,0.69,680.0,0
12.4,25.6,81.0,67.3,1073.0,15.7,0.7,314.0,0
15.2,28.6,46.0,67.5,837.0,18.4,0.86,20.0,0
12.4,32.4,75.2,41.0,2828.0,28.4,0.78,500.0,0
34.1,101.6,310.8,50.4,350.0,28.8,0.5,61.0,1
37.1,67.8,111.2,69.3,1482.0,22.7,0.65,1079.0,0
25.1,46.9,73.2,89.4,358.0,19.2,0.72,838.0,0
23.3,60.7,159.3,56.7,1606.0,44.4,0.56,370.0,0
18.5,54.5,127.1,71.4,1653.0,37.3,0.53,336.0,0
20.3,45.9,119.0,60.7,1168.0,20.7,0.68,1366.0,0
70.5,161.4,348.1,46.3,657.0,33.3,0.6,204.0,0
41.1,108.2,206.9,97.5,1316.0,13.6,0.68,172.0,0
19.1,41.7,134.3,91.3,2115.0,6.3,0.65,1680.0,1
23.0,42.2,117.6,44.7,2412.0,17.2,0.75,994.0,0
34.7,98.2,196.5,83.2,1733.0,19.3,0.68,1031.0,0
8.3,22.1,50.9,60.9,1893.0,2.7,0.57,130.0,0
27.9,72.8,217.0,99.7,842.0,37.0,0.71,93.0,0
39.5,112.1,188.4,58.1,1076.0,17.4,0.5,20.0,0
36.0,98.9,184.7,54.3,737.0,27.0,0.32,162.0,0
12.6,26.4,44.4,74.1,973.0,5.2,0.1,893.0,0
14.8,33.9,119.9,90.1,907.0,9.5,0.6,165.0,0
2.9,5.8,19.5,51.6,1703.0,40.3,0.63,784.0,0
42.5,84.1,284.7,82.6,1819.0,28.2,0.97,174.0,1
90.5,248.6,818.1,43.7,2851.0,42.9,0.43,302.0,1
11.1,33.3,105.6,95.1,828.0,44.9,0.45,2450.0,1
53.0,166.7,448.8,44.9,2033.0,18.0,0.28,168.0,0
85.3,228.7,710.1,94.9,2507.0,14.8,0.16,283.0,0
17.0,35.0,55.9,69.4,1813.0,38.9,0.8,215.0,0
23.0,44.8,136.8,66.9,989.0,44.9,0.32,70.0,0
30.2,88.9,306.1,98.4,1009.0,29.1,0.65,404.0,1
35.2,91.9,252.7,99.4,406.0,36.2,0.72,286.0,1
31.5,83.8,200.7,79.0,1125.0,35.6,0.52,712.0,0
18.2,52.5,115.3,47.6,2310.0,17.3,0.89,1021.0,0
39.1,108.8,338.0,70.4,428.0,26.7,0.5,471.0,0
18.5,54.9,177.5,71.7,892.0,37.8,0.36,20.0,0
33.0,62.1,228.2,70.9,2207.0,31.6,0.91,579.0,1
24.4,69.6,163.9,74.2,2413.0,2.9,0.88,34.0,0
4.0,11.9,40.8,41.1,1529.0,16.5,0.25,575.0,0
58.3,128.2,372.3,82.7,2185.0,8.2,0.12,693.0,0
15.1,40.8,151.4,82.7,1347.0,12.0,0.18,132.0,0
62.2,139.3,392.7,46.9,732.0,40.9,0.36,1027.0,0
51.5,161.9,452.3,74.2,1375.0,3.6,0.98,1452.0,0
29.6,54.6,160.8,74.1,1866.0,11.5,0.6,1006.0,0
36.5,95.4,321.7,80.9,2860.0,15.3,0.44,218.0,0
39.7,80.7,315.7,45.1,486.0,28.5,0.9,530.0,0
21.4,59.8,100.7,77.6,1670.0,25.0,0.51,1478.0,0
22.2,45.4,74.2,56.8,1188.0,11.4,0.38,232.0,0
38.3,81.7,313.9,70.4,1672.0,9.1,0.95,1029.0,0
24.6,61.4,173.4,86.4,365.0,12.2,0.86,20.0,0
18.2,56.1,170.4,82.3,1145.0,23.6,0.86,20.0,0
12.8,26.9,72.7,47.1,2514.0,13.7,0.56,856.0,0
33.7,67.5,117.1,75.5,1796.0,42.7,0.81,860.0,1
14.7,42.1,144.1,98.1,1517.0,21.9,0.26,933.0,0
45.7,114.3,384.9,49.4,1071.0,4.5,0.62,1596.0,0
48.4,148.8,339.2,91.2,1105.0,33.4,0.99,75.0,1
36.3,72.8,165.0,82.2,1334.0,16.1,0.36,158.0,0
41.8,113.1,406.7,86.4,2556.0,30.1,0.81,1404.0,1
36.4,77.4,130.0,56.9,2911.0,14.0,0.54,117.0,0
43.9,88.7,328.4,57.3,1484.0,26.5,0.14,688.0,0
42.6,117.5,251.7,94.4,1362.0,35.2,0.79,454.0,1
32.4,85.4,254.6,61.6,2586.0,41.9,0.25,52.0,0
52.0,148.5,570.2,43.8,1453.0,13.2,0.67,202.0,0
22.0,49.1,156.8,76.0,1790.0,16.4,0.18,441.0,0
13.2,32.0,81.1,47.5,924.0,22.0,0.95,1148.0,0
12.6,29.8,96.0,87.8,2307.0,41.9,0.36,738.0,0
19.5,62.0,146.2,78.5,1736.0,40.8,0.3,584.0,0
3.3,7.4,16.2,92.5,2484.0,5.9,0.22,411.0,0
29.4,65.0,259.3,87.1,2408.0,7.7,0.95,213.0,0
40.1,92.0,310.7,46.7,881.0,23.3,0.74,76.0,0
47.9,124.1,386.2,62.9,2232.0,6.6,0.77,316.0,0
5.0,10.8,25.7,86.5,2460.0,16.9,0.55,20.0,0
12.9,39.9,64.7,65.0,1234.0,8.4,0.53,142.0,0
44.7,97.2,153.3,98.3,766.0,29.3,0.2,340.0,0
21.4,65.5,188.9,84.1,307.0,42.8,0.6,325.0,0
39.4,76.7,261.1,40.9,1517.0,44.9,0.32,27.0,0
7.9,21.4,60.8,92.8,1252.0,18.1,0.98,534.0,0
61.7,189.4,682.1,46.0,1798.0,27.8,0.82,479.0,1
7.3,14.8,23.4,48.4,808.0,38.8,0.47,49.0,0
28.7,90.7,219.1,84.1,2621.0,7.1,0.24,1721.0,0
29.3,71.3,149.2,91.9,996.0,31.7,0.81,63.0,0
16.6,52.0,136.1,72.2,911.0,19.6,0.21,1158.0,0
35.4,97.3,163.5,57.3,1598.0,10.9,0.27,20.0,0
36.1,80.3,311.9,61.1,1647.0,19.3,0.29,1284.0,0
33.4,68.9,141.8,60.6,881.0,5.3,0.6,20.0,0
16.4,36.5,138.7,59.6,1034.0,31.9,0.81,851.0,0
13.8,26.7,68.4,54.6,758.0,12.9,0.38,269.0,0
17.9,35.8,141.9,76.5,2240.0,15.4,0.18,804.0,0
12.2,23.8,68.6,94.0,2379.0,7.2,0.52,308.0,0
53.6,128.2,490.7,58.4,1548.0,39.2,0.77,44.0,1
19.2,55.9,84.5,51.2,2228.0,23.2,0.3,875.0,1
28.1,56.2,189.4,90.3,2287.0,26.6,0.3,44.0,0
44.6,88.5,332.4,84.5,673.0,26.5,0.95,1532.0,1
11.7,31.6,58.4,95.9,2909.0,19.7,0.96,31.0,0
6.9,14.4,25.1,49.9,2517.0,10.3,0.99,392.0,0
12.3,23.7,60.8,48.7,852.0,34.0,0.83,770.0,0
30.4,61.9,237.3,72.5,803.0,7.5,0.27,300.0,0
28.9,89.5,255.7,76.9,639.0,6.5,0.29,147.0,0
33.3,98.4,277.3,68.8,674.0,32.5,0.41,854.0,0
23.1,52.9,98.1,75.9,2320.0,11.0,0.39,920.0,0
1.3,3.5,5.2,50.8,1568.0,15.2,0.96,1536.0,0
22.5,57.4,202.3,68.8,2414.0,22.4,0.81,283.0,1
48.7,133.9,230.2,79.5,2315.0,21.3,0.75,423.0,0
57.4,158.2,487.8,66.0,1932.0,32.5,0.27,271.0,0
26.8,71.7,271.5,80.8,2153.0,28.8,0.92,178.0,1
29.0,63.0,127.5,67.1,350.0,29.7,0.85,834.0,1
38.9,72.2,228.3,60.0,1142.0,32.7,0.25,249.0,0
56.3,137.3,232.9,58.2,2022.0,14.6,0.88,335.0,0
25.0,76.2,229.4,64.7,325.0,15.9,0.35,310.0,0
38.5,100.1,191.2,41.4,389.0,20.8,0.17,748.0,0
15.8,46.8,156.3,80.1,2600.0,15.2,0.69,1499.0,0
8.0,25.6,57.7,90.7,2147.0,44.4,0.69,659.0,0
17.2,34.9,92.8,61.3,1016.0,37.0,0.19,383.0,0
65.0,179.9,539.5,42.8,2157.0,9.1,0.39,906.0,1
39.1,107.3,206.8,99.2,2440.0,2.2,0.99,615.0,0
8.8,27.9,93.6,55.8,1128.0,3.8,0.71,38.0,0
40.4,128.3,289.6,47.6,397.0,12.5,0.76,60.0,0
9.5,26.1,82.4,62.2,2819.0,6.9,0.29,23.0,0
33.0,70.7,134.0,84.3,1232.0,24.9,0.17,366.0,0
11.3,32.9,106.0,57.6,588.0,38.9,0.35,1049.0,0
8.3,16.2,29.5,74.5,1628.0,33.7,0.32,225.0,0
72.2,208.9,535.5,64.9,2375.0,11.3,0.31,291.0,0
19.2,58.9,124.8,47.1,898.0,19.2,0.27,1441.0,0
38.6,90.2,303.9,59.8,1028.0,23.8,0.62,1088.0,0
25.8,69.2,149.2,83.5,955.0,36.8,0.4,656.0,0
10.2,24.5,90.6,76.7,2978.0,38.1,0.84,186.0,1
20.8,50.3,187.4,47.2,833.0,41.1,0.27,75.0,0
10.3,22.9,45.7,49.8,1854.0,23.9,0.52,20.0,0
106.9,306.4,929.8,78.4,2798.0,31.9,0.11,68.0,1
43.5,135.2,232.5,88.8,697.0,6.8,0.53,208.0,0
25.4,79.3,196.5,61.0,2921.0,26.3,0.15,481.0,0
37.2,76.0,249.5,75.7,2858.0,12.7,0.98,40.0,1
41.6,125.7,395.9,50.2,2688.0,20.6,0.81,88.0,1
41.6,118.0,361.2,58.7,879.0,29.3,0.54,120.0,0
40.4,87.1,192.1,41.2,2012.0,13.1,0.18,600.0,0
38.3,72.5,177.4,86.1,2354.0,4.2,0.63,574.0,0
27.0,58.8,103.3,64.1,2962.0,2.4,0.78,480.0,0
68.6,211.1,696.0,89.0,787.0,3.0,0.27,173.0,0
28.3,76.1,210.0,82.5,2368.0,2.4,0.61,278.0,1
26.0,73.0,239.0,89.7,1215.0,6.7,0.83,61.0,0
28.5,61.6,130.7,57.1,774.0,12.3,0.79,154.0,0
30.0,84.3,194.8,51.1,1438.0,11.5,0.82,1368.0,0
5.0,9.3,21.7,98.3,2443.0,44.4,0.89,2338.0,0
12.1,28.2,44.2,83.0,1555.0,15.2,0.94,626.0,0
23.1,61.7,145.2,90.0,1751.0,7.5,0.46,1492.0,0
